id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,mobil_penumpang,sepeda_motor,mobil_bus,mobil_barang,jumlah_kendaraan,satuan,tahun
28.0,32,JAWA BARAT,3201.0,KABUPATEN BOGOR,184107,1433350,973,48429,,UNIT,2022
28.0,32,JAWA BARAT,3201.0,KABUPATEN BOGOR,184107,1433350,973,48429,,UNIT,2022
108.0,0,0,0.0,KOTA BANJAR,6288,58452,61,2428,,UNIT,2024
44.0,32,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,69830,541983,516,21395,,UNIT,2022
84.0,0,0,0.0,KABUPATEN CIANJUR,42856,431472,626,19233,,UNIT,2024
30.0,32,JAWA BARAT,3203.0,KABUPATEN CIANJUR,40053,410835,641,19337,,UNIT,2022
62.0,32,JAWA BARAT,3208.0,KABUPATEN KUNINGAN,29525,313328,569,9079,,UNIT,2023
75.0,32,JAWA BARAT,3273.0,KOTA BANDUNG,378111,1113142,5688,65742,,UNIT,2023
92.0,0,0,0.0,KABUPATEN SUMEDANG,27481,290947,341,9923,,UNIT,2024
89.0,0,0,0.0,KABUPATEN KUNINGAN,30168,313928,568,9084,,UNIT,2024
103.0,0,0,0.0,KOTA CIREBON,30541,130179,434,12076,,UNIT,2024
62.0,32,JAWA BARAT,3208.0,KABUPATEN KUNINGAN,29525,313328,569,9079,,UNIT,2023
97.0,0,0,0.0,KABUPATEN BEKASI,241387,1268448,3696,62313,,UNIT,2024
1.0,32,JAWA BARAT,3201.0,KABUPATEN BOGOR,174391,1420066,971,46175,,UNIT,2021
27.0,32,JAWA BARAT,3279.0,KOTA BANJAR,5606,58677,48,2429,,UNIT,2021
62.0,32,JAWA BARAT,3208.0,KABUPATEN KUNINGAN,29525,313328,569,9079,,UNIT,2023
77.0,32,JAWA BARAT,3275.0,KOTA BEKASI,307271,1154277,2458,53297,,UNIT,2023
105.0,0,0,0.0,KOTA DEPOK,206405,973220,841,19682,,UNIT,2024
3.0,32,JAWA BARAT,3203.0,KABUPATEN CIANJUR,38217,407425,647,18949,,UNIT,2021
103.0,0,0,0.0,KOTA CIREBON,30541,130179,434,12076,,UNIT,2024
70.0,32,JAWA BARAT,3216.0,KABUPATEN BEKASI,233260,1258080,3545,61401,,UNIT,2023
72.0,32,JAWA BARAT,3218.0,KABUPATEN PANGANDARAN,7242,78671,49,4174,,UNIT,2023
27.0,32,JAWA BARAT,3279.0,KOTA BANJAR,5606,58677,48,2429,,UNIT,2021
9.0,32,JAWA BARAT,3209.0,KABUPATEN CIREBON,53290,649864,1255,23831,,UNIT,2021
62.0,32,JAWA BARAT,3208.0,KABUPATEN KUNINGAN,29525,313328,569,9079,,UNIT,2023
37.0,32,JAWA BARAT,3210.0,KABUPATEN MAJALENGKA,24816,336538,859,12123,,UNIT,2022
97.0,0,0,0.0,KABUPATEN BEKASI,241387,1268448,3696,62313,,UNIT,2024
51.0,32,JAWA BARAT,3276.0,KOTA DEPOK,127962,620273,393,12368,,UNIT,2022
106.0,0,0,0.0,KOTA CIMAHI,47823,240895,243,6491,,UNIT,2024
44.0,32,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,69830,541983,516,21395,,UNIT,2022
24.0,32,JAWA BARAT,3276.0,KOTA DEPOK,186204,919479,727,18954,,UNIT,2021
79.0,32,JAWA BARAT,3277.0,KOTA CIMAHI,47955,242321,242,6641,,UNIT,2023
59.0,32,JAWA BARAT,3205.0,KABUPATEN GARUT,38134,396769,886,16407,,UNIT,2023
32.0,32,JAWA BARAT,3205.0,KABUPATEN GARUT,35819,388271,915,16232,,UNIT,2022
96.0,0,0,0.0,KABUPATEN KARAWANG,103647,761919,1441,30648,,UNIT,2024
88.0,0,0,0.0,KABUPATEN CIAMIS,25541,247576,831,11544,,UNIT,2024
105.0,0,0,0.0,KOTA DEPOK,206405,973220,841,19682,,UNIT,2024
52.0,32,JAWA BARAT,3277.0,KOTA CIMAHI,46876,239042,246,6616,,UNIT,2022
62.0,32,JAWA BARAT,3208.0,KABUPATEN KUNINGAN,29525,313328,569,9079,,UNIT,2023
58.0,32,JAWA BARAT,3204.0,KABUPATEN BANDUNG,130443,973384,984,38386,,UNIT,2023
52.0,32,JAWA BARAT,3277.0,KOTA CIMAHI,46876,239042,246,6616,,UNIT,2022
12.0,32,JAWA BARAT,3212.0,KABUPATEN INDRAMAYU,35181,476560,825,17175,,UNIT,2021
39.0,32,JAWA BARAT,3212.0,KABUPATEN INDRAMAYU,37554,478009,799,17552,,UNIT,2022
2.0,32,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,40188,467256,454,19983,,UNIT,2021
3.0,32,JAWA BARAT,3203.0,KABUPATEN CIANJUR,38217,407425,647,18949,,UNIT,2021
101.0,0,0,0.0,KOTA SUKABUMI,19741,97853,439,4920,,UNIT,2024
