wilayah,kategori_kendaraan,tahun,jumlah_kendaraan,lag_1,lag_2,growth,tipe
KABUPATEN BANDUNG,0,2021,119820.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,0.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2021,119820.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2022,125496.0,119820.0,119820.0,0.0,historis
KABUPATEN BANDUNG,0,2022,125496.0,125496.0,119820.0,0.047371056584877315,historis
KABUPATEN BANDUNG,0,2022,125496.0,125496.0,125496.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,125496.0,125496.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,125496.0,0.03941958309428189,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2023,130443.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,130443.0,130443.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,130443.0,0.019656094999348374,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,133007.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,133007.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,133007.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,133007.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,133007.0,0.0,historis
KABUPATEN BANDUNG,0,2024,133007.0,133007.0,133007.0,0.0,historis
KABUPATEN BANDUNG,0,2026,133007.0,133007.0,130443.0,0.0197,prediksi
KABUPATEN BANDUNG,0,2027,133007.0,133007.0,133007.0,0.0,prediksi
KABUPATEN BANDUNG,0,2028,133007.0,133007.0,133007.0,0.0,prediksi
KABUPATEN BANDUNG,0,2029,133007.0,133007.0,133007.0,0.0,prediksi
KABUPATEN BANDUNG,0,2030,133007.0,133007.0,133007.0,0.0,prediksi
KABUPATEN BANDUNG,1,2021,944465.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,0.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2021,944465.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2022,957033.0,944465.0,944465.0,0.0,historis
KABUPATEN BANDUNG,1,2022,957033.0,957033.0,944465.0,0.013307004494608058,historis
KABUPATEN BANDUNG,1,2022,957033.0,957033.0,957033.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,957033.0,957033.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,957033.0,0.017085095289295145,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2023,973384.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,973384.0,973384.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,973384.0,0.002576578205518069,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,975892.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,975892.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,975892.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,975892.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,975892.0,0.0,historis
KABUPATEN BANDUNG,1,2024,975892.0,975892.0,975892.0,0.0,historis
KABUPATEN BANDUNG,1,2026,975892.0,975892.0,975892.0,0.0,prediksi
KABUPATEN BANDUNG,1,2027,975892.0,975892.0,975892.0,0.0,prediksi
KABUPATEN BANDUNG,1,2028,975892.0,975892.0,975892.0,0.0,prediksi
KABUPATEN BANDUNG,1,2029,975892.0,975892.0,975892.0,0.0,prediksi
KABUPATEN BANDUNG,1,2030,975892.0,975892.0,975892.0,0.0,prediksi
KABUPATEN BANDUNG,2,2021,964.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,0.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2021,964.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2022,982.0,964.0,964.0,0.0,historis
KABUPATEN BANDUNG,2,2022,982.0,982.0,964.0,0.01867219917012448,historis
KABUPATEN BANDUNG,2,2022,982.0,982.0,982.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,982.0,982.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,982.0,0.002036659877800407,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2023,984.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,984.0,984.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,984.0,0.039634146341463415,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,1023.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,1023.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,1023.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,1023.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,1023.0,0.0,historis
KABUPATEN BANDUNG,2,2024,1023.0,1023.0,1023.0,0.0,historis
KABUPATEN BANDUNG,2,2026,966.0,1023.0,984.0,0.0396,prediksi
KABUPATEN BANDUNG,2,2027,966.0,966.0,1023.0,-0.0559,prediksi
KABUPATEN BANDUNG,2,2028,966.0,966.0,966.0,0.0,prediksi
KABUPATEN BANDUNG,2,2029,966.0,966.0,966.0,0.0,prediksi
KABUPATEN BANDUNG,2,2030,966.0,966.0,966.0,0.0,prediksi
KABUPATEN BANDUNG,3,2021,36697.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,0.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2021,36697.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2022,37762.0,36697.0,36697.0,0.0,historis
KABUPATEN BANDUNG,3,2022,37762.0,37762.0,36697.0,0.02902144589475979,historis
KABUPATEN BANDUNG,3,2022,37762.0,37762.0,37762.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,37762.0,37762.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,37762.0,0.016524548487897885,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2023,38386.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38386.0,38386.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38386.0,-0.009378419215338926,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38026.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38026.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38026.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38026.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38026.0,0.0,historis
KABUPATEN BANDUNG,3,2024,38026.0,38026.0,38026.0,0.0,historis
KABUPATEN BANDUNG,3,2026,38026.0,38026.0,38026.0,0.0,prediksi
KABUPATEN BANDUNG,3,2027,38026.0,38026.0,38026.0,0.0,prediksi
KABUPATEN BANDUNG,3,2028,38026.0,38026.0,38026.0,0.0,prediksi
KABUPATEN BANDUNG,3,2029,38026.0,38026.0,38026.0,0.0,prediksi
KABUPATEN BANDUNG,3,2030,38026.0,38026.0,38026.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,0,2021,66197.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2021,66197.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,66197.0,66197.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,66197.0,0.05488164116198619,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2022,69830.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2023,72948.0,69830.0,69830.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2023,72948.0,72948.0,69830.0,0.04465129600458256,historis
KABUPATEN BANDUNG BARAT,0,2023,72948.0,72948.0,72948.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2023,72948.0,72948.0,72948.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2023,72948.0,72948.0,72948.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2023,72948.0,72948.0,72948.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,72948.0,72948.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,74820.0,72948.0,0.02566211547951966,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,74820.0,74820.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,74820.0,74820.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,74820.0,74820.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,74820.0,74820.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2024,74820.0,74820.0,74820.0,0.0,historis
KABUPATEN BANDUNG BARAT,0,2026,74820.0,74820.0,74820.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,0,2027,74820.0,74820.0,74820.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,0,2028,74820.0,74820.0,74820.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,0,2029,74820.0,74820.0,74820.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,0,2030,74820.0,74820.0,74820.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,1,2021,535359.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2021,535359.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,535359.0,535359.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,535359.0,0.012373005777431592,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2022,541983.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2023,554116.0,541983.0,541983.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2023,554116.0,554116.0,541983.0,0.022386311009754918,historis
KABUPATEN BANDUNG BARAT,1,2023,554116.0,554116.0,554116.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2023,554116.0,554116.0,554116.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2023,554116.0,554116.0,554116.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2023,554116.0,554116.0,554116.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,554116.0,554116.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,561092.0,554116.0,0.012589421709533744,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,561092.0,561092.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,561092.0,561092.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,561092.0,561092.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,561092.0,561092.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2024,561092.0,561092.0,561092.0,0.0,historis
KABUPATEN BANDUNG BARAT,1,2026,561092.0,561092.0,561092.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,1,2027,561092.0,561092.0,561092.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,1,2028,561092.0,561092.0,561092.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,1,2029,561092.0,561092.0,561092.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,1,2030,561092.0,561092.0,561092.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,2,2021,502.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2021,502.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,502.0,502.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,502.0,0.027888446215139442,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2022,516.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2023,518.0,516.0,516.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2023,518.0,518.0,516.0,0.003875968992248062,historis
KABUPATEN BANDUNG BARAT,2,2023,518.0,518.0,518.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2023,518.0,518.0,518.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2023,518.0,518.0,518.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2023,518.0,518.0,518.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,518.0,518.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,546.0,518.0,0.05405405405405406,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,546.0,546.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,546.0,546.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,546.0,546.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,546.0,546.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2024,546.0,546.0,546.0,0.0,historis
KABUPATEN BANDUNG BARAT,2,2026,508.0,546.0,518.0,0.0541,prediksi
KABUPATEN BANDUNG BARAT,2,2027,508.0,508.0,546.0,-0.0694,prediksi
KABUPATEN BANDUNG BARAT,2,2028,508.0,508.0,508.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,2,2029,508.0,508.0,508.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,2,2030,508.0,508.0,508.0,0.0,prediksi
KABUPATEN BANDUNG BARAT,3,2021,20851.0,0.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,0.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2021,20851.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,20851.0,20851.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,20851.0,0.026089875785334036,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2022,21395.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2023,21730.0,21395.0,21395.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2023,21730.0,21730.0,21395.0,0.01565786398691283,historis
KABUPATEN BANDUNG BARAT,3,2023,21730.0,21730.0,21730.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2023,21730.0,21730.0,21730.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2023,21730.0,21730.0,21730.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2023,21730.0,21730.0,21730.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21730.0,21730.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21732.0,21730.0,9.203865623561896e-05,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21732.0,21732.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21732.0,21732.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21732.0,21732.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21732.0,21732.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2024,21732.0,21732.0,21732.0,0.0,historis
KABUPATEN BANDUNG BARAT,3,2026,21732.0,21732.0,21730.0,0.0001,prediksi
KABUPATEN BANDUNG BARAT,3,2027,21732.0,21732.0,21732.0,0.0,prediksi
